name,acquisition,sectors,startDate,endDate,frequency
Google,RightsFlow,Other,2011,2012,125
Google,ITA Software,Other,2011,2012,125
Google,The Dealmap,Other,2011,2012,125
Google,Incentive Targeting,Software,2012,2013,125
Google,BufferBox,Other,2012,2013,125
Google,VirusTotal,Other,2012,2013,125
Google,Meebo,Other,2012,2013,125
Google,Quickoffice,Other,2012,2013,125
Google,"Wildfire, a division of Google",Other,2012,2013,125
Google,TxVia,Other,2012,2013,125
Google,Nik Software,Other,2012,2013,125
Google,Frommer's,Other,2012,2013,125
Google,KikScore,Other,2012,2013,125
Google,Android,Other,2012,2013,125
Google,Sparrow,Other,2012,2013,125
Google,Motorola Mobility,Other,2012,2013,125
Google,Milk,Other,2012,2013,125
Google,Wavii,Social,2013,2014,125
Google,Channel Intelligence,Other,2013,2014,125
Google,Waze,Other,2013,2014,125
Google,Talaria,Other,2013,2014,125
Google,Behavio,Other,2013,2014,125
Groupon,SoSasta.com,eCommerce,2010,2011,23
Groupon,Mob.ly,Other,2010,2011,23
Groupon,Ludic Labs,Other,2010,2011,23
Groupon,Citydeal.de,Other,2010,2011,23
Groupon,ClanDescuento,Other,2010,2011,23
Groupon,OpenCal,Software,2011,2012,23
Groupon,Campfire Labs,Other,2011,2012,23
Groupon,Darberry,Other,2011,2012,23
Groupon,Disdus.com,Other,2011,2012,23
Groupon,Zappedy,Other,2011,2012,23
Groupon,Pelago,Other,2011,2012,23
Groupon,Obtiva,Other,2011,2012,23
Groupon,Hyperpublic,Search,2012,2013,23
Groupon,Savored,Other,2012,2013,23
Groupon,Breadcrumb,Other,2012,2013,23
Groupon,Mertado,Other,2012,2013,23
Groupon,Kima Labs,Other,2012,2013,23
Groupon,Adku,Other,2012,2013,23
Groupon,CommerceInterface,Other,2012,2013,23
Groupon,Uptake,Other,2012,2013,23
Groupon,FeeFighters,Other,2012,2013,23
Groupon,Glassmap,Social,2013,2014,23
Groupon,MashLogic,Other,2013,2014,23
Hewlett-Packard,Eon Systems,Software,1989,1990,83
Hewlett-Packard,Apollo Computer,Other,1989,1990,83
Hewlett-Packard,Avantek,Hardware,1991,1992,83
Hewlett-Packard,Applied Optoelectronic Tech,Other,1991,1992,83
Hewlett-Packard,ABB CADE,Other,1991,1992,83
Hewlett-Packard,Four Pi Systems,Other,1993,1994,83
Hewlett-Packard,Metrix Network Systems,Other,1993,1994,83
Hewlett-Packard,BT & D Technologies,Other,1993,1994,83
Hewlett-Packard,EEsof,Other,1993,1994,83
Hewlett-Packard,Colorado Memory Systems,Hardware,1994,1995,83
Hewlett-Packard,Versatest,Other,1994,1995,83
Hewlett-Packard,Convex Computer,Software,1995,1996,83
Hewlett-Packard,CaLan,Other,1995,1996,83
Hewlett-Packard,ElseWare,Other,1995,1996,83
Hewlett-Packard,Trellis Software & Controls,Software,1996,1997,83
Hewlett-Packard,Division,Other,1996,1997,83
Hewlett-Packard,Vital Technology Pte Ltd,Hardware,1997,1998,83
Hewlett-Packard,PROLIN,Other,1997,1998,83
Hewlett-Packard,Optimization Systems,Other,1997,1998,83
Hewlett-Packard,Heartstream,Other,1998,1999,83
Hewlett-Packard,Scope Communications,Other,1998,1999,83
Hewlett-Packard,Open Skies,Other,1998,1999,83
Hewlett-Packard,Telegra,Software,1999,2000,83
Hewlett-Packard,Transoft Networks,Other,1999,2000,83
Hewlett-Packard,Dazel,Other,1999,2000,83
Hewlett-Packard,Security Force Software,Other,1999,2000,83
Hewlett-Packard,Qosnetics,Other,1999,2000,83
Hewlett-Packard,Compaq,Hardware,2001,2002,83
Hewlett-Packard,Bluestone Software,Other,2001,2002,83
Hewlett-Packard,Trinagy,Other,2001,2002,83
Hewlett-Packard,StorageApps,Other,2001,2002,83
Hewlett-Packard,Indigo,Other,2001,2002,83
Hewlett-Packard,PipeBeach,Other,2003,2004,83
Hewlett-Packard,Extreme Logic,Other,2003,2004,83
Hewlett-Packard,Talking Blocks,Other,2003,2004,83
Hewlett-Packard,Persist Technologies,Other,2003,2004,83
Hewlett-Packard,Consera Software,Software,2004,2005,83
Hewlett-Packard,Triaton,Other,2004,2005,83
Hewlett-Packard,TruLogica,Other,2004,2005,83
Hewlett-Packard,CEC Europe Service Management,Other,2004,2005,83
Hewlett-Packard,Novadigm,Other,2004,2005,83
Hewlett-Packard,Synstar,Other,2004,2005,83
Hewlett-Packard,Peregrine Systems,Software,2005,2006,83
Hewlett-Packard,RLX Technologies,Other,2005,2006,83
Hewlett-Packard,PIXACO,Other,2005,2006,83
Hewlett-Packard,Scitex Vision,Other,2005,2006,83
Hewlett-Packard,CGNZ,Other,2005,2006,83
Hewlett-Packard,Trustgenix,Other,2005,2006,83
Hewlett-Packard,Snapfish,Other,2005,2006,83
Hewlett-Packard,AppIQ,Other,2005,2006,83
Hewlett-Packard,OuterBay Technologies,Software,2006,2007,83
Hewlett-Packard,Bitfone Corporation,Other,2006,2007,83
Hewlett-Packard,The Technology Partners,Other,2006,2007,83
Hewlett-Packard,Silverwire Holding,Other,2006,2007,83
Hewlett-Packard,Knightsbridge Solutions,Other,2006,2007,83
Hewlett-Packard,VoodooPC,Other,2006,2007,83
Hewlett-Packard,Mercury Interactive,Other,2006,2007,83
Hewlett-Packard,Atos Origin Middle East group,Other,2007,2008,83
Hewlett-Packard,Opsware,Other,2007,2008,83
Hewlett-Packard,Arteis,Other,2007,2008,83
Hewlett-Packard,Bristol Technology,Other,2007,2008,83
Hewlett-Packard,Neoware,Other,2007,2008,83
Hewlett-Packard,MacDermid ColorSpan,Other,2007,2008,83
Hewlett-Packard,EYP Mission Critical Facilities,Other,2007,2008,83
Hewlett-Packard,NUR Macroprinters,Other,2007,2008,83
Hewlett-Packard,Tabblo,Other,2007,2008,83
Hewlett-Packard,PolyServe,Other,2007,2008,83
Hewlett-Packard,SPI Dynamics,Other,2007,2008,83
Hewlett-Packard,Colubris Networks,Other,2008,2009,83
Hewlett-Packard,Exstream Software,Other,2008,2009,83
Hewlett-Packard,Tower Software,Other,2008,2009,83
Hewlett-Packard,Lefthand Networks,Other,2008,2009,83
Hewlett-Packard,3Com,Software,2009,2010,83
Hewlett-Packard,ExcellerateHRO,Other,2009,2010,83
Hewlett-Packard,IBRIX,Other,2009,2010,83
Hewlett-Packard,3PAR,Software,2010,2011,83
Hewlett-Packard,Fortify Software,Other,2010,2011,83
Hewlett-Packard,Stratavia,Other,2010,2011,83
Hewlett-Packard,ArcSight,Other,2010,2011,83
Hewlett-Packard,Melodeo,Other,2010,2011,83
Hewlett-Packard,Hiflex Software,Software,2011,2012,83
Hewlett-Packard,Autonomy Corporation,Other,2011,2012,83
Hewlett-Packard,Vertica Systems,Other,2011,2012,83
HomeAway,GreatRentals.com,eCommerce,2005,2006,16
HomeAway,CyberRentals,Other,2005,2006,16
HomeAway,A1Vacations,Other,2005,2006,16
HomeAway,TripHomes,Other,2005,2006,16
HomeAway,FeWo-direkt.de,Other,2005,2006,16
HomeAway,Holiday-Rentals.co.uk,Other,2005,2006,16
HomeAway,vacationrentals,eCommerce,2007,2008,16
HomeAway,OwnersDirect.co.uk,Other,2007,2008,16
HomeAway,EscapeHomes,eCommerce,2008,2009,16
HomeAway,Homelidays,eCommerce,2009,2010,16
HomeAway,Instant Software,Software,2010,2011,16
HomeAway,Escapia,Other,2010,2011,16
HomeAway,BedandBreakfast.com,Other,2010,2011,16
HomeAway,Realholidays.com.au,eCommerce,2011,2012,16
HomeAway,Second Porch,Other,2011,2012,16
HomeAway,travelmob,eCommerce,2013,2014,16
IAC,Match,Mobile,1999,2000,21
IAC,LendingTree,eCommerce,2003,2004,21
IAC,Expedia,Other,2003,2004,21
IAC,Ticketmaster,Other,2003,2004,21
IAC,Hotwire,Other,2003,2004,21
IAC,Hotels.com,Other,2003,2004,21
IAC,HomeAdvisor,Software,2004,2005,21
IAC,Ask.com,Services,2005,2006,21
IAC,Cornerstone Brands,Other,2005,2006,21
IAC,CollegeHumor,Media,2006,2007,21
IAC,Connected Ventures,Other,2006,2007,21
IAC,Shoebuy,Other,2006,2007,21
IAC,llike.com,Other,2006,2007,21
IAC,Frontline Management,Software,2007,2008,21
IAC,Edodo Interactive,Other,2007,2008,21
IAC,NetClub,Other,2007,2008,21
IAC,Emma Entertainment,Other,2007,2008,21
IAC,StarNet Interactive,eCommerce,2008,2009,21
IAC,Urbanspoon,Search,2009,2010,21
IAC,About.com,Search,2012,2013,21
IAC,Tutor,Other,2013,2014,21
IBM,Lotus Development Corporation,Software,1995,1996,110
IBM,Mainspring,Services,2001,2002,110
IBM,CrossWorlds Software,Software,2002,2003,110
IBM,TrelliSoft,Other,2002,2003,110
IBM,HOLOSOFX,Other,2002,2003,110
IBM,Metamerge,Other,2002,2003,110
IBM,PwC Consulting,Other,2002,2003,110
IBM,Access360,Other,2002,2003,110
IBM,EADS Matra Datavision,Other,2002,2003,110
IBM,Tarian Software,Other,2002,2003,110
IBM,Rational Software,Software,2003,2004,110
IBM,Think Dynamics,Other,2003,2004,110
IBM,Aptrix,Other,2003,2004,110
IBM,CrossAccess,Other,2003,2004,110
IBM,Productivity Solutions,Other,2003,2004,110
IBM,Green Pasture Software,Other,2003,2004,110
IBM,Trigo Technologies,Software,2004,2005,110
IBM,AlphaBlox Corporation,Other,2004,2005,110
IBM,Cyanea Systems,Other,2004,2005,110
IBM,Venetica,Other,2004,2005,110
IBM,Systemcorp A.L.G.,Other,2004,2005,110
IBM,Liberty Insurance Services,Other,2004,2005,110
IBM,Maersk Data,Other,2004,2005,110
IBM,KeyMRO,Other,2004,2005,110
IBM,Candle,Other,2004,2005,110
IBM,SRD,Software,2005,2006,110
IBM,Corio,Other,2005,2006,110
IBM,Gluecode Software,Other,2005,2006,110
IBM,Ascential Software,Other,2005,2006,110
IBM,Meiosys,Other,2005,2006,110
IBM,DWL,Other,2005,2006,110
IBM,Isogon Corporation,Other,2005,2006,110
IBM,PureEdge Solutions,Other,2005,2006,110
IBM,Network Solutions Private Limited,Other,2005,2006,110
IBM,iPhrase Technologies,Other,2005,2006,110
IBM,DataPower Technology,Other,2005,2006,110
IBM,Bowstreet,Other,2005,2006,110
IBM,Valchemy,Software,2006,2007,110
IBM,ARGUS Semiconductor Software,Other,2006,2007,110
IBM,Internet Security Systems,Other,2006,2007,110
IBM,Webify Solutions,Other,2006,2007,110
IBM,CIMS Lab,Other,2006,2007,110
IBM,Viacore,Other,2006,2007,110
IBM,Micromuse,Other,2006,2007,110
IBM,Language Analysis Systems,Other,2006,2007,110
IBM,Rembo Technology,Other,2006,2007,110
IBM,MRO Software,Other,2006,2007,110
IBM,Global Value Solutions,Other,2006,2007,110
IBM,FileNet Corporation,Other,2006,2007,110
IBM,Palisades Technology Partners,Other,2006,2007,110
IBM,Unicorn Solutions,Other,2006,2007,110
IBM,BuildForge,Other,2006,2007,110
IBM,NovusCG,Services,2007,2008,110
IBM,Solid Information Technology,Other,2007,2008,110
IBM,Consul risk management international,Other,2007,2008,110
IBM,Vallent Corporation,Other,2007,2008,110
IBM,Softek Storage Solutions,Other,2007,2008,110
IBM,Watchfire,Other,2007,2008,110
IBM,Webdialogs,Other,2007,2008,110
IBM,DataMirror,Other,2007,2008,110
IBM,Princeton Softech,Other,2007,2008,110
IBM,Telelogic,Software,2008,2009,110
IBM,Platform Solutions,Other,2008,2009,110
IBM,Diligent Technologies,Other,2008,2009,110
IBM,Encentuate,Other,2008,2009,110
IBM,AptSoft,Other,2008,2009,110
IBM,Arsenal Digital Solutions,Other,2008,2009,110
IBM,Net Integration Technologies,Other,2008,2009,110
IBM,Transitive,Other,2008,2009,110
IBM,Cognos,Other,2008,2009,110
IBM,ILOG,Other,2008,2009,110
IBM,XIV,Other,2008,2009,110
IBM,InfoDyne Corporation,Other,2008,2009,110
IBM,FilesX,Other,2008,2009,110
IBM,Outblaze,Gaming,2009,2010,110
IBM,Ounce Labs,Software,2009,2010,110
IBM,SPSS,Other,2009,2010,110
IBM,Guardium,Mobile,2009,2010,110
IBM,Exeros,Services,2009,2010,110
IBM,Lombardi Software,Services,2009,2010,110
IBM,RedPill Solutions,Advertising,2009,2010,110
IBM,Cast Iron Systems,Software,2010,2011,110
IBM,Clarity Systems,Other,2010,2011,110
IBM,Unica,Other,2010,2011,110
IBM,Coremetrics,Other,2010,2011,110
IBM,BigFix,Other,2010,2011,110
IBM,Initiate Systems,Other,2010,2011,110
IBM,PSS Systems,Other,2010,2011,110
IBM,Intelliden,Other,2010,2011,110
IBM,Storwize,Other,2010,2011,110
IBM,Netezza,Other,2010,2011,110
IBM,BLADE Network Technologies,Other,2010,2011,110
IBM,Q1 Labs,Services,2011,2012,110
IBM,Algorithmics,Other,2011,2012,110
IBM,TRIRIGA,Other,2011,2012,110
IBM,DemandTec,Other,2011,2012,110
IBM,Emptoris,Other,2011,2012,110
IBM,Platform Computing,Other,2011,2012,110
IBM,i2,Other,2011,2012,110
IBM,Green Hat,Software,2012,2013,110
IBM,Butterfly Software,Other,2012,2013,110
IBM,Worklight,Other,2012,2013,110
IBM,Vivisimo,Other,2012,2013,110
IBM,Tealeaf,Other,2012,2013,110
IBM,Kenexa,Other,2012,2013,110
IBM,Varicent Software,Other,2012,2013,110
IBM,SoftLayer,Services,2013,2014,110
IBM,Star Analytics,Software,2013,2014,110
IBM,Urbancode,Other,2013,2014,110
IBM,CSL International,Other,2013,2014,110
Intel,Corollary,Hardware,1997,1998,50
Intel,Dayna Communications,Other,1997,1998,50
Intel,Chips and Technologies,Other,1997,1998,50
Intel,Shiva Corporation,Services,1998,1999,50
Intel,iCat,Other,1998,1999,50
Intel,NetBoost,Hardware,1999,2000,50
Intel,Level One Communications,Other,1999,2000,50
Intel,Parity Software Development,Other,1999,2000,50
Intel,Softcom Microsystems,Other,1999,2000,50
Intel,iPivot,Other,1999,2000,50
Intel,XLNT,Other,1999,2000,50
Intel,DataKinetics,Software,2000,2001,50
Intel,Ziatech,Other,2000,2001,50
Intel,Ford Microelectronics,Other,2000,2001,50
Intel,Basis Communications,Other,2000,2001,50
Intel,Kuck & Associates,Other,2000,2001,50
Intel,Picazo Communications,Other,2000,2001,50
Intel,GIGA,Other,2000,2001,50
Intel,Thinkit Technologies,Other,2000,2001,50
Intel,Ambient Technologies,Other,2000,2001,50
Intel,Voice Technologies,Other,2000,2001,50
Intel,Cognet,Other,2001,2002,50
Intel,LightLogic,Other,2001,2002,50
Intel,VxTel,Other,2001,2002,50
Intel,CAD-UL,Other,2001,2002,50
Intel,Xircom,Other,2001,2002,50
Intel,Sparkolor Corporation,Services,2002,2003,50
Intel,West Bay Semiconductor,Hardware,2003,2004,50
Intel,Mobilian,Other,2003,2004,50
Intel,Envara,Hardware,2004,2005,50
Intel,Sarvega,Other,2005,2006,50
Intel,Oplus Technologies,Other,2005,2006,50
Intel,Conformative Systems,Hardware,2006,2007,50
Intel,Havok,Software,2007,2008,50
Intel,NetEffect,Hardware,2008,2009,50
Intel,Opened Hand,Other,2008,2009,50
Intel,Wind River,Software,2009,2010,50
Intel,RapidMind,Other,2009,2010,50
Intel,Swiftfoot Graphics AB,Other,2009,2010,50
Intel,Cilk,Other,2009,2010,50
Intel,Infineon Technologies,Hardware,2010,2011,50
Intel,CognoVision,Other,2010,2011,50
Intel,Virtutech,Other,2010,2011,50
Intel,Fulcrum Microsystems,Hardware,2011,2012,50
Intel,SySDSoft,Other,2011,2012,50
Intel,Whamcloud,Other,2012,2013,50
Intel,Olaworks,Other,2012,2013,50
Intel,Aepona,Services,2013,2014,50
Intel,Omek Interactive,Other,2013,2014,50
Intel,Mashery,Other,2013,2014,50
Internet Brands,Jelsoft,Software,2007,2008,14
Internet Brands,ApartmentRatings,Other,2007,2008,14
Internet Brands,CVTips,Services,2009,2010,14
Internet Brands,GrooveJob,Other,2009,2010,14
Internet Brands,Steve's Digicams,Other,2009,2010,14
Internet Brands,SellMyCar,Other,2009,2010,14
Internet Brands,BusinessMart.com,Other,2009,2010,14
Internet Brands,BusinessFinance.com,Other,2009,2010,14
Internet Brands,KidsCamps.com,Other,2009,2010,14
Internet Brands,Tjoos,eCommerce,2010,2011,14
Internet Brands,ExpertHub,Advertising,2010,2011,14
Internet Brands,JustMommies.com,Social,2011,2012,14
Internet Brands,Weddingbee.com,Gaming,2011,2012,14
Internet Brands,Forum Runner,Social,2012,2013,14
Intuit,Digital Insight,Other,2006,2007,11
Intuit,StepUp,Other,2006,2007,11
Intuit,Homestead Technologies,eCommerce,2008,2009,11
Intuit,Mint.com,Services,2009,2010,11
Intuit,BooRah,Services,2009,2010,11
Intuit,PayCycle,Other,2009,2010,11
Intuit,Medfusion,Software,2010,2011,11
Intuit,Demandforce,Software,2012,2013,11
Intuit,AisleBuyer,Other,2012,2013,11
Intuit,Payvment,eCommerce,2013,2014,11
Intuit,Elastic Intelligence,Other,2013,2014,11
KIT digital,Kamera,Gaming,2008,2009,13
KIT digital,Visual Connection,Other,2008,2009,13
KIT digital,Morpheum,Other,2008,2009,13
KIT digital,Narrowstep,Services,2009,2010,13
KIT digital,The FeedRoom,Other,2009,2010,13
KIT digital,Accela Communications,Services,2010,2011,13
KIT digital,Multicast Media,Other,2010,2011,13
KIT digital,Benchmark Broadcast Systems,Other,2010,2011,13
KIT digital,Brickbox Digital Media,Other,2010,2011,13
KIT digital,TXT Polymedia,Software,2011,2012,13
KIT digital,Kyte,Gaming,2011,2012,13
KIT digital,Kewego,Gaming,2011,2012,13
KIT digital,ioko,Other,2011,2012,13
McAfee,SiteAdvisor,Other,2006,2007,12
McAfee,SafeBoot,Software,2007,2008,12
McAfee,Reconnex,Other,2008,2009,12
McAfee,Secure Computing,Other,2008,2009,12
McAfee,Lockdown Networks,Other,2008,2009,12
McAfee,Solidcore Systems,Software,2009,2010,12
McAfee,MX Logic,Other,2009,2010,12
McAfee,Trust Digital,Mobile,2010,2011,12
McAfee,tenCube,Mobile,2010,2011,12
McAfee,NitroSecurity,Other,2011,2012,12
McAfee,Sentrigo,Other,2011,2012,12
McAfee,Stonesoft,Services,2013,2014,12
Microsoft,Forethought,Software,1987,1988,123
Microsoft,Consumers Software,Software,1991,1992,123
Microsoft,Fox Software,Software,1992,1993,123
Microsoft,VideoSurf,Media,1993,1994,123
Microsoft,Altamira Software,Software,1994,1995,123
Microsoft,NextBase,Other,1994,1995,123
Microsoft,One Tree Software Ltd,Other,1994,1995,123
Microsoft,RenderMorphics,Gaming,1995,1996,123
Microsoft,Blue Ribbon SoundWorks,Software,1995,1996,123
Microsoft,Netwise,Services,1995,1996,123
Microsoft,Network Managers,Advertising,1995,1996,123
Microsoft,Bruce Artwick Organization,Gaming,1995,1996,123
Microsoft,Exos,Services,1996,1997,123
Microsoft,Colusa Software,Services,1996,1997,123
Microsoft,Vermeer Technologies,Other,1996,1997,123
Microsoft,Aspect Software Engineering,Other,1996,1997,123
Microsoft,Electric Gravity,Other,1996,1997,123
Microsoft,NetCarta,Other,1996,1997,123
Microsoft,eShop,Other,1996,1997,123
Microsoft,Cooper & Peters,Software,1997,1998,123
Microsoft,WebTV Networks,Other,1997,1998,123
Microsoft,LinkAge Software,Other,1997,1998,123
Microsoft,VXtreme,Other,1997,1998,123
Microsoft,Windows Live Hotmail,Other,1997,1998,123
Microsoft,HotMail,Other,1997,1998,123
Microsoft,Firefly Network,Social,1998,1999,123
Microsoft,MESA Group,Other,1998,1999,123
Microsoft,linkexchange,Other,1998,1999,123
Microsoft,Valence Technology,Other,1998,1999,123
Microsoft,FASA Interactive,Gaming,1999,2000,123
Microsoft,Numinous Technologies,Gaming,1999,2000,123
Microsoft,OmniBrowse,Other,1999,2000,123
Microsoft,Sendit,Other,1999,2000,123
Microsoft,ShadowFactor Software,Other,1999,2000,123
Microsoft,Zoomit,Other,1999,2000,123
Microsoft,STNC,Other,1999,2000,123
Microsoft,Softway Systems,Other,1999,2000,123
Microsoft,Entropic,Other,1999,2000,123
Microsoft,Visio Corporation,Other,1999,2000,123
Microsoft,Jump Networks,Other,1999,2000,123
Microsoft,CompareNet,Other,1999,2000,123
Microsoft,Peach Networks,Media,2000,2001,123
Microsoft,Bungie Software,Other,2000,2001,123
Microsoft,NetGames,Other,2000,2001,123
Microsoft,Pacific Microsonics,Other,2000,2001,123
Microsoft,Great Plains Software,Other,2000,2001,123
Microsoft,MongoMusic,Other,2000,2001,123
Microsoft,NCompass Labs,Software,2001,2002,123
Microsoft,XDegrees,Software,2002,2003,123
Microsoft,Vicinity Corporation,Software,2002,2003,123
Microsoft,"Rare, Inc.",Software,2002,2003,123
Microsoft,Navision,Software,2002,2003,123
Microsoft,PlaceWare,Software,2003,2004,123
Microsoft,Connectix,Other,2003,2004,123
Microsoft,GIANT Company Software,Software,2004,2005,123
Microsoft,ActiveViews,Other,2004,2005,123
Microsoft,Groove Networks,Software,2005,2006,123
Microsoft,Alacris,Other,2005,2006,123
Microsoft,FolderShare,Other,2005,2006,123
Microsoft,Media-Streams.com,Other,2005,2006,123
Microsoft,Teleo,Other,2005,2006,123
Microsoft,Frontbridge Technologies,Other,2005,2006,123
Microsoft,Sybari,Other,2005,2006,123
Microsoft,MessageCast,Other,2005,2006,123
Microsoft,Gteko,Software,2006,2007,123
Microsoft,SeaDragon Software,Other,2006,2007,123
Microsoft,Vexcel,Other,2006,2007,123
Microsoft,DeepMetrix,Other,2006,2007,123
Microsoft,iView Multimedia,Other,2006,2007,123
Microsoft,DesktopStandard,Other,2006,2007,123
Microsoft,Massive,Other,2006,2007,123
Microsoft,ProClarity,Other,2006,2007,123
Microsoft,Colloquis,Other,2006,2007,123
Microsoft,Azyxxi,Other,2006,2007,123
Microsoft,Winternals,Other,2006,2007,123
Microsoft,Softricity,Other,2006,2007,123
Microsoft,Apptimum,Other,2006,2007,123
Microsoft,Onfolio,Other,2006,2007,123
Microsoft,Lionhead Studios,Other,2006,2007,123
Microsoft,Whale Communications,Other,2006,2007,123
Microsoft,Motion Bridge,Other,2006,2007,123
Microsoft,AssetMetrix Corporation,Other,2006,2007,123
Microsoft,devBiz Business Solutions,Software,2007,2008,123
Microsoft,Engyro,Other,2007,2008,123
Microsoft,Stratature,Other,2007,2008,123
Microsoft,Parlano,Other,2007,2008,123
Microsoft,jellyfish,Other,2007,2008,123
Microsoft,aQuantive,Other,2007,2008,123
Microsoft,MultiMap,Other,2007,2008,123
Microsoft,Global Care Solutions,Other,2007,2008,123
Microsoft,AdECN,Other,2007,2008,123
Microsoft,Medstory,Other,2007,2008,123
Microsoft,Screen Tonic,Other,2007,2008,123
Microsoft,Danger,Software,2008,2009,123
Microsoft,90 Degree Software,Other,2008,2009,123
Microsoft,Powerset,Other,2008,2009,123
Microsoft,Farecast,Other,2008,2009,123
Microsoft,Calista Technologies,Other,2008,2009,123
Microsoft,Fast Search & Transfer,Other,2008,2009,123
Microsoft,Credentica,Other,2008,2009,123
Microsoft,Kidaro,Other,2008,2009,123
Microsoft,Rapt,Other,2008,2009,123
Microsoft,Navic Networks,Other,2008,2009,123
Microsoft,MobiComp,Other,2008,2009,123
Microsoft,Zoomix,Other,2008,2009,123
Microsoft,DATAllegro,Other,2008,2009,123
Microsoft,Komoku,Other,2008,2009,123
Microsoft,Caligari Corporation,Other,2008,2009,123
Microsoft,Interactive Supercomputing,Software,2009,2010,123
Microsoft,Sentillion,Software,2009,2010,123
Microsoft,BigPark,Software,2009,2010,123
Microsoft,Rosetta Biosoftware,Software,2009,2010,123
Microsoft,Opalis Software,Software,2009,2010,123
Microsoft,Canesta,Hardware,2010,2011,123
Microsoft,YaData,Other,2010,2011,123
Microsoft,Twisted Pixel Games,Gaming,2011,2012,123
Microsoft,Yammer,Social,2012,2013,123
Microsoft,PhoneFactor,Software,2012,2013,123
Microsoft,StorSimple,Other,2012,2013,123
Microsoft,Perceptive Pixel,Other,2012,2013,123
Microsoft,R2 Studios,Gaming,2013,2014,123
Microsoft,MetricsHub,Other,2013,2014,123
Microsoft,InRelease,Gaming,2013,2014,123
Nokia,Ipsilon Networks,Hardware,1997,1998,34
Nokia,User Interface Design,Hardware,1998,1999,34
Nokia,NE-Products,Other,1998,1999,34
Nokia,Vienna Systems Corporation,Other,1998,1999,34
Nokia,"Rooftop Communications, LLC",Advertising,1999,2000,34
Nokia,Diamond Lane Communications,Hardware,1999,2000,34
Nokia,Telekol Corporation,Other,1999,2000,34
Nokia,inTALK,Other,1999,2000,34
Nokia,Network Alchemy,Services,2000,2001,34
Nokia,DiscoveryCom,Other,2000,2001,34
Nokia,Ramp Networks,Other,2000,2001,34
Nokia,Amber Networks,Hardware,2001,2002,34
Nokia,Eizel Technologies,Hardware,2003,2004,34
Nokia,Sega,Other,2003,2004,34
Nokia,gate5,Mobile,2006,2007,34
Nokia,Intellisync,Other,2006,2007,34
Nokia,Enpocket,Advertising,2007,2008,34
Nokia,Twango,Other,2007,2008,34
Nokia,Pixto,Other,2007,2008,34
Nokia,Navteq,Software,2008,2009,34
Nokia,Plazes,Other,2008,2009,34
Nokia,OZ Communications,Other,2008,2009,34
Nokia,TrollTech,Other,2008,2009,34
Nokia,Symbian Software Ltd.,Other,2008,2009,34
Nokia,Dopplr,Social,2009,2010,34
Nokia,Cellity,Other,2009,2010,34
Nokia,Plum,Other,2009,2010,34
Nokia,Bit-side,Other,2009,2010,34
Nokia,MetaCarta,Mobile,2010,2011,34
Nokia,Motally,Mobile,2010,2011,34
Nokia,Novarra,Software,2010,2011,34
Nokia,Smarterphone,Software,2012,2013,34
Nokia,earthmine,Other,2012,2013,34
Nokia,Scalado,Other,2012,2013,34
Northrop Grumman,Newport News Shipbuilding,Services,2001,2002,10
Northrop Grumman,Litton Industries,Hardware,2001,2002,10
Northrop Grumman,TRW,Other,2002,2003,10
Northrop Grumman,Fibersense Technology,Other,2002,2003,10
Northrop Grumman,XonTech,Other,2003,2004,10
Northrop Grumman,Integic Corporation,Other,2005,2006,10
Northrop Grumman,Essex Corporation,Other,2006,2007,10
Northrop Grumman,Scaled Composites,Other,2007,2008,10
Northrop Grumman,3001,Software,2008,2009,10
Northrop Grumman,M5 Network Security,Software,2012,2013,10
Nuance Communications,Tegic,Software,2007,2008,15
Nuance Communications,SNAPin Software,Software,2008,2009,15
Nuance Communications,SpinVox,Social,2009,2010,15
Nuance Communications,Jott,Other,2009,2010,15
Nuance Communications,Language & Computing,Software,2010,2011,15
Nuance Communications,ShapeWriter,Other,2010,2011,15
Nuance Communications,MacSpeech,Other,2010,2011,15
Nuance Communications,Webmedx,Other,2011,2012,15
Nuance Communications,Swype,Other,2011,2012,15
Nuance Communications,Loquendo,Other,2011,2012,15
Nuance Communications,Vlingo,Other,2011,2012,15
Nuance Communications,Equitrac,Other,2011,2012,15
Nuance Communications,SVOX,Other,2011,2012,15
Nuance Communications,Transcend Services,Software,2012,2013,15
Nuance Communications,Ditech Networks,Other,2012,2013,15
Omnicom Group,Schechter Group,Advertising,1988,1989,18
Omnicom Group,TBWA Worldwide,Advertising,1993,1994,18
Omnicom Group,Ketchum Communications Holdings,Services,1996,1997,18
Omnicom Group,Fleishman-Hillard,Services,1997,1998,18
Omnicom Group,Cone,Services,1999,2000,18
Omnicom Group,Tudhope Associates,Services,2000,2001,18
Omnicom Group,Stratcom Communique,Services,2001,2002,18
Omnicom Group,Arnell Group,Other,2001,2002,18
Omnicom Group,Grizzard Communications Group,Other,2001,2002,18
Omnicom Group,Integrated Merchandising Systems,Other,2001,2002,18
Omnicom Group,Organic,Advertising,2002,2003,18
Omnicom Group,Aaron Walton Entertainment,Media,2002,2003,18
Omnicom Group,Changing Our World,Other,2002,2003,18
Omnicom Group,Serino Coyne,Advertising,2003,2004,18
Omnicom Group,ipsh,Advertising,2005,2006,18
Omnicom Group,Rodgers Townsend,Advertising,2006,2007,18
Omnicom Group,Signature Graphics,Advertising,2007,2008,18
